id,text,label
656955120626880512,correct predictions in back to the future ii URL,1
615689290706595840,.@whitehouse in rainbow colors for #scotusmarriage? here's what i think about that decision: URL,0
613404935003217920,cops bought the alleged church shooter burger king hours after killings URL,1
614467824313106432,god put a rainbow over the white house 🌈 URL,0
693315824132685824,#quasimodo: dog with short spine has big heart URL URL,0
693843042546106369,need to #getcovered? most people can find a health insurance plan for as little as $75/mo: URL URL,0
622891631293935616,#wakeupamerica🇺🇸 who needs a #gun registry when #obama has all your personal information URL URL,1
692630756548591616,japan's economy minister akira amari resigns over corruption allegations URL,0
693265096278163456,german shepherd with a rare spinal condition looking for a forever home. URL URL,0
553589051044151296,several hostages freed at jewish supermarket in paris. photo thomas samson #afp URL,0
553590835850514433,"hostage-taker in supermarket siege killed, reports say. #parisattacks URL URL",0
622858454949040128,in heaven chick-fil-a is open on sundays.,1
656870311057575936,the 5 most accurate predictions from the decade-jumping adventures in #backtothefuture: URL URL,1
616311563071434753,apologies if you've already seen a crow riding a bald eagle today. image: phoo chan story: URL URL,0
641666167992647681,"oh, you invented the pencil? #appleevent URL",0
525060425184858112,"the canadian soldier killed in today's ottawa shooting is cpl. nathan cirillo, a family source told cnn. live blog: URL",0
672513234419638273,"""thoughts and prayers are not enough."" pres. obama speaks on mass shootings over the years: URL URL",1
544382892378714113,five hostages escape sydney cafe siege — live updates from @buzzfeedoz URL URL,0
681824512120324096,"when she heard about south korean ""comfort women,"" @yunghi photographed some survivors URL URL",0
620835698514464768,translucent butterfly - beautiful! URL,1
626898253900943360,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL,1
618804516578680832,family: @schwarzenegger's last act as governor stole justice from dead son. URL URL,1
672632899921833984,why have there been more mass shootings under obama than the 4 previous presidents combined? URL URL,1
553588178687655936,reports: #charliehebdo suspects killed URL,0
594687353937100801,"the kissing islands, greenland. URL",1
613016993692798977,police chief says dylann roof was taken to burger king shortly after arrest URL,1
663385747177775105,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",1
766715993385267201,russian olympic officials concerned after learning team’s clean urine reservoir almost empty URL URL,0
693141729529184256,it's 2016. women should earn the same pay as men for doing the same work. URL #equalpay URL,0
524966904885428226,breaking update: canadian soldier injured at parliament hill shooting dies URL #ottawa,0
613393657161510913,cops bought burger king for dylann roof following his arrest URL URL,1
544374511194632192,update: total of 5 people have been able to get out of sydney cafe during hostage situation: URL URL,0
693827886021767169,"""our high school graduation rate is at an all-time high."" —@potus URL URL",0
604354747357859842,florida couple arrested for selling fake real estate on the moon #wtf15 👉🏿👉 URL URL,1
767709416879644672,"""i hate writing; i love having written."" dorothy parker was born on this day in 1893: URL",0
693146363685642240,"watch one direction's original #xfactoruk auditions from 2010, where it all began URL URL",0
652783670370115585,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",1
674187250792558592,donald trump v adolf hitler URL,1
524935485370929152,shooting in canadian parliament comes day after isis-inspired radical drove in2 canadian soldier. also reports of shooting at war memorial/1,0
674244561519161344,"""you're increasingly compared to hitler. does that bother you?"" trump: ""no."" URL",1
553535829017370625,#breaking - at least five hostages in paris kosher supermarket: (afp) URL #vincennes URL,0
693086218276474880,"oh, i'm so ready to watch @zaynmalik's #pillowtalk on mtv tonight at 8:15p. URL URL",0
692150118921957376,jeb bush campaign kicks off 3-state farewell tour with iowa town hall meeting URL URL,0
656830586577883136,happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL,1
553543369604210689,an 11-month old baby is among the hostages at the kosher supermarket in paris. unbearably sad. URL,0
767814876433571840,"rudy giuliani rips @hillaryclinton for dragging colin powell into email scandal: ""she lies every day."" URL",0
649985459389661184,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,0
